Date,Company,Sector,Open,High,Low,Close,Volume,Market_Cap,PE_Ratio,Dividend_Yield,Volatility,Sentiment_Score,Trend
2022-01-01,Uber,Technology,100.0,101.03612043951993,97.47780939133514,100.0,171958,515658508724.4058,24.25321791603546,0.16308974170783253,0.047484357796787086,0.9392318778086759,Bearish
2022-01-02,Tesla,Automotive,100.07110556929393,102.03795989347655,97.15267512479541,100.07110556929393,196867,975565774367.0735,18.602847952044648,0.2885146420794943,0.022472085478230746,0.46941714053005135,Bearish
2022-01-03,Panasonic,Finance,99.8578277690303,101.5174973393084,98.10809682862678,99.8578277690303,181932,459529999028.99603,10.728933051285551,2.221826746207572,0.019990886497860794,0.3991930660470564,Bullish
2022-01-04,Tencent,Automotive,98.85166254182025,101.30378293235488,96.99821782909461,98.85166254182025,153694,557748063521.1578,14.582695762993728,1.377739696097417,0.03616640617144394,0.7058527677091626,Stable
2022-01-05,Wells Fargo,Automotive,98.39111776247601,99.99048649136552,96.23070690620987,98.39111776247601,169879,860771385872.8433,37.491113649700196,3.110197811854969,0.034769561282143265,-0.7683538355264115,Stable
2022-01-06,Snapchat,Consumer Goods,99.3156737584368,101.9511286055035,97.61517875880733,99.3156737584368,160268,535534649214.725,28.65937964552244,4.962211446873895,0.02328439133232498,0.41191247316001434,Bearish
2022-01-07,Adobe,Technology,100.55008155840126,102.7520348103926,98.64086335204014,100.55008155840126,104886,185278408547.43723,22.36167435379603,1.9316158653823297,0.04712407342039147,0.00737721865647778,Bullish
2022-01-08,Oracle,Technology,100.90131218884058,103.51242294952506,98.37995302094942,100.90131218884058,187337,300296315854.7106,5.445021149541273,2.8692062705225667,0.043794493099585316,0.6583012805682797,Stable
2022-01-09,Novartis,Aerospace,101.06305034356923,104.07339650078342,98.83507290299126,101.06305034356923,137498,310626989342.3423,39.73453901713145,2.0780194795366773,0.018959301834603245,0.016283437330388617,Stable
2022-01-10,Microsoft,Healthcare,99.65034648565215,102.00041723994804,97.51406940229302,99.65034648565215,162727,397920797342.14026,28.500922721312513,4.236358338609297,0.019565701817380928,0.24048270853782427,Bearish
2022-01-11,Tesla,Finance,99.7686654159485,102.73169564139634,98.5320288063479,99.7686654159485,176324,427362116431.41266,16.09228670707307,4.5111820173111905,0.030492013875483226,-0.0445157472009281,Bullish
2022-01-12,Oracle,Finance,98.59629471296878,99.63912075985073,97.53323765500802,98.59629471296878,66023,799982240052.1952,35.77440309992434,4.3867780610263,0.040942884069228816,-0.04368215288831179,Bearish
2022-01-13,Citigroup,Aerospace,98.16256665181025,99.80804610147204,96.97087576738402,98.16256665181025,91090,350037612050.2837,14.045106710213634,4.871861193396288,0.011761615175538576,0.5359399561236631,Stable
2022-01-14,HSBC,Consumer Goods,98.27086621321043,99.46555154999174,96.73622517451598,98.27086621321043,117221,468763596612.938,24.040580271396305,0.13759592570207646,0.03773340614938827,0.2571328012945664,Bullish
2022-01-15,Tesla,Finance,97.5460051740034,99.0332011896233,95.76089910316465,97.5460051740034,114820,625351011064.0012,27.262476730543877,4.199080810727655,0.03592943589528388,0.2665264032188208,Bearish
2022-01-16,Morgan Stanley,Technology,97.5668819214666,100.1795042726683,95.98485763583268,97.5668819214666,50769,378348221492.7291,12.737218000880496,3.7588608651954662,0.01925920383651953,-0.09943503233694839,Stable
2022-01-17,AstraZeneca,Aerospace,97.12519710325928,98.15923714460824,96.03566455346451,97.12519710325928,109735,836728248479.0405,39.243904758020854,1.1434720470018238,0.037254120529653954,0.06221899267505515,Bearish
2022-01-18,Wells Fargo,Aerospace,97.19273709983557,99.17582453716311,94.76291621379853,97.19273709983557,114925,587866150629.8402,31.186716709264914,4.781600466937638,0.047607327650083305,0.4914353324095746,Bearish
2022-01-19,Moderna,Consumer Goods,99.04098895517673,101.15477860590605,97.12973657232483,99.04098895517673,55311,294750634541.75055,24.523462892887448,0.7408896411497273,0.011871433798870741,0.6518818382238365,Bearish
2022-01-20,Panasonic,Finance,99.76041121049172,101.8776287054613,98.14351046516764,99.76041121049172,153355,714345140590.0385,11.32081093613553,3.397749635669542,0.022786082211682504,0.3931228042880923,Bullish
2022-01-21,Apple,Consumer Goods,99.34127697906297,101.27902211401388,97.71058395960613,99.34127697906297,135305,528120082414.64105,6.885037244930914,1.1244510840795625,0.027527068666654213,0.8481459776913662,Stable
2022-01-22,Square,Finance,100.93127568210751,103.53651975477395,98.41259415600118,100.93127568210751,180608,534921435365.9897,16.202094138234422,2.1569032438703735,0.045970414356987586,0.6406481762944018,Stable
